,rate,date,review
367,0,"Dec 20, 2022",Garbage. just like the first one. How is this even relevant? Peppa Pig much? Phony bad movie that never should have been released.
368,10,"Dec 20, 2022","Visually stunning and i honestly thought the story would be another cliche one, but i was wrong I enjoyed the entire movie eventhough it was quite long it was worth it. Hope Camron produce all 5 movies as he planned rather than 3. Hope this goes pass 2 Billion Dollar mark."
369,10,"Dec 19, 2022","Simplesmente fenomenal, nunca achei que um filme fosse me deixar tão imerso assim! Vi alguns reclamando da história ser fraca e quem desanima de ir no cinema simplesmente perde isso... Os sentimentos dos Navi são passados através da tela, quando coloquei o óculos me vi imerso em um mundo fantástico e mágico, era como se eu tivesse olhando por um portal aonde os personagens podem entrar e sair, foi absolutamente incrível! Os atores estão ali para atuar e não para brincar, as cenas aquáticas são simplesmente maravilhosas, definitivamente o maior espetáculo que já existiu no cinema! Certamente, uma nota 10!"
370,10,"Dec 19, 2022",This movie was the only good thing about this year and it was spectacular in anyway that people see it.
371,10,"Dec 19, 2022",Absolutely brilliant movie and a stunning work of art to look at. Even better than the first one.
372,5,"Dec 19, 2022",I am unsure what I watched for 3 hours and 11 minutes. The spectacle is spectacular but the story is Hollywood “wash-rinse and repeat”. Whatever substance James was going for certainly wasn’t dedicated to any story development.
373,0,"Dec 19, 2022","Basically, it's a rehash of the first part that doesn't have much to tell. The framerate changes are sometimes extremely annoying and the dialogues do the rest. Overrated trash"
374,10,"Dec 19, 2022","The movie is visually incredible! Unlike most big movie franchises it doesn't rush in with all out action, the film builds a connection to the viewers as you begin to feel as though you are apart of the struggle. It brings a mixed bag of emotions an tears on the heart strings throughout."
375,8,"Dec 19, 2022",Amazing worldbuiling with solid directing and storytelling. James Cameron again sets a new standard for digital effects. The only real issue is some of the performances and some scenes going on for too long.
376,10,"Dec 19, 2022",Ethereal visuals with earnest emotion.  Simply an all round beautiful experience I can't stop thinking about.
377,8,"Dec 19, 2022","Der Film ist nicht schlecht, überhaupt nicht, aber es fehlen **** merkt einfach, dass es ein Zwischenstück ist und es weitergehen **** alleinstehender Film ist er nicht so gut
Technisch ist er erstklassig, ansonsten Mittelmaß"
378,7,"Dec 19, 2022",Decent movie but it should NOT be this long and everyone around me thinks the same
379,7,"Dec 19, 2022","This movie is dumb..... and very enjoyable. I actually think  the story  is a little stronger then the first movie although it's pretty painfully obvious that James Cameron has dragged the setting to the area he's most comfortable in, underwater, and he's pulled out all the tools from his bag and liberally using aspects from The Abyss, Titanic, Aliens from the deep etc. Going to see it in 3d imax after xmas so it might just end up being mind-blowing like the first one was visually."
380,8,"Dec 19, 2022",The story is definitely the weakest part about this story but the visuals are so insanely good that it makes the whole movie worth watching.
381,10,"Dec 19, 2022","Best movie I have ever seen in my life. It was surreal. IMAX made me feel like I was there. Jaw dropping cinematography, special effects, 3D, sound track, cast, superb acting, and a captivating dynamic plot, make this, hands down, the best movie of the year. Well done to all."
382,9,"Dec 19, 2022",the whale with the missing fin is the real hero of this movie. The ocean was amazing. the children characters were mostly not that annoying. the last hour of the movie is a non stop thrill ride. put that on a poster
383,10,"Dec 19, 2022",It's a masterpiece which broke it's own record.There are no other words for me.Hatts off to James Cameron **** is the most talented director and producer in the world.
